,,,Subdir,T2,Non-fat supressed T1,Pre-contrast,Post 1,Post 2,Post 3,Post 4,MIP,Other,??
,,,fl3d_ce_we_delayedVIEWS_MIP_TRA_12,,,,,,,,x,,
,,,fl3d_ce_we_delayedVIEWS_MIP_TRA_13,,,,,,,,x,,
,,,fl3d_ce_we_delayedVIEWS_MIP_TRA_14,,,,,,,,x,,
,,,fl3d_ce_we_delayedVIEWS_MIP_TRA_16,,,,,,,,x,,
,,,gre_13x08x08_cor_21,,,,,,,,,x,
,,,gre_13x08x08_cor_22,,,,,,,,,x,
,,,gre_13x08x08_cor_23,,,,,,,,,x,
,,,gre_13x08x08_cor_24,,,,,,,,,x,
,,,gre_13x08x08_cor_25,,,,,,,,,x,
,,,gre_13x08x08_cor_26,,,,,,,,,x,
,,,gre_13x08x08_cor_27,,,,,,,,,x,
,,,gre_13x08x08_cor_28,,,,,,,,,x,
,,,left_14,,,,,,,,,x,
,,,left_1st_pass_102,,,,,,,,,x,
,,,left_1st_pass_502,,,,,,,,,x,
,,,left_1st_pass_mip_103,,,,,,,,x,,
,,,left_1st_pass_mip_10506,,,,,,,,x,,
,,,left_1st_pass_mpr_100,,,,,,,,,x,
,,,left_1st_pass_mpr_502,,,,,,,,,x,
,,,left_1st_pass_multi_sag_101,,,,,,,,,x,
,,,left_1st_pass_multi_slice_sag_101,,,,,,,,,x,
,,,left_1st_pass_reformats_502,,,,,,,,,x,
,,,left_1st_pass_sub_mip_104,,,,,,,,x,,
,,,left_1st_pass_sub_mip_10505,,,,,,,,x,,
,,,left_1st_pass_sub_mip_10506,,,,,,,,x,,
,,,left_1st_pass_sub_mpr_102,,,,,,,,,x,
,,,left_1st_pass_sub_mpr_10502,,,,,,,,,x,
,,,left_1st_pass_sub_reformats_10503,,,,,,,,,x,
,,,left_2nd_passMIP_Collection_23,,,,,,,,x,,
,,,left_2nd_pass_108,,,,,,,,,x,
,,,left_2nd_pass_17,,,,,,,,,x,
,,,left_2nd_pass_20,,,,,,,,,x,
,,,left_2nd_pass_602,,,,,,,,,x,
,,,left_2nd_pass_mip_107,,,,,,,,x,,
,,,left_2nd_pass_multi_slice_sag_105,,,,,,,,,x,
,,,left_2nd_pass_pass_mip_10509,,,,,,,,x,,
,,,left_2nd_pass_sub_22,,,,,,,,,x,
,,,left_2nd_pass_sub_mip_10508,,,,,,,,x,,
,,,left_2nd_pass_sub_mip_10509,,,,,,,,x,,
,,,left_2nd_pass_sub_mip_107,,,,,,,,x,,
,,,left_3rd_pass_19,,,,,,,,,x,
,,,left_3rd_pass_702,,,,,,,,,x,
,,,left__1st__pass_15,,,,,,,,,x,
,,,left__1st_pass_15,,,,,,,,,x,
,,,left__4th__pass_21,,,,,,,,,x,
,,,left__4th_pass_21,,,,,,,,,x,
,,,left___2nd_pass_17,,,,,,,,,x,
,,,left_breast_15,,,,,,,,,x,
,,,left_breast_4th_pass_901,,,,,,,,,x,
,,,left_breast_mip_first_pass_subMIP_Collection_104,,,,,,,,x,,
,,,left_breast_mip_second_pass_subMIP_Collection_107,,,,,,,,x,,
,,,left_breast_mpr_first_pass_sub_102,,,,,,,,,x,
,,,left_breast_mpr_first_pass_unsub_100,,,,,,,,,x,
,,,left_hi_res_26,,,,,,,,,x,
,,,left_hi_res_sag_26,,,,,,,,,x,
,,,left_mip_1st_pass_101,,,,,,,,,x,
,,,left_mip_1st_pass_10503,,,,,,,,,x,
,,,left_mip_1st_pass_10506,,,,,,,,,x,
,,,left_mip_2nd_pass_10508,,,,,,,,,x,
,,,left_mip_2nd_pass_10511,,,,,,,,,x,
,,,left_multi_sag_1st_pass_103,,,,,,,,,x,
,,,left_nonsub_reformat_504,,,,,,,,,x,
,,,left_nonsub_reformat_505,,,,,,,,,x,
,,,left_reformat_104,,,,,,,,,x,
,,,left_reformat_1st_pass_18,,,,,,,,,x,
,,,left_sag_1st_passMIP_Collection_18,,,,,,,,x,,
,,,left_sag_1st_passMIP_Collection_26,,,,,,,,x,,
,,,left_sag_1st_pass_20,,,,,,,,,x,
,,,left_sag_2nd_passMIP_Collection_24,,,,,,,,x,,
,,,left_sag_2nd_passMIP_Collection_28,,,,,,,,x,,
,,,left_sag_mip_2nd_pass_25,,,,,,,,x,,
,,,left_sag_mpr_100,,,,,,,,,x,
,,,left_sag_mpr_12,,,,,,,,,x,
,,,left_sag_mpr_505,,,,,,,,,x,
,,,left_sag_mpr_subtract_17,,,,,,,,,x,
,,,left_sag_reformats_26,,,,,,,,,x,
,,,left_sag_reformats_603,,,,,,,,,x,
,,,left_sag_reformats_604,,,,,,,,,x,
,,,left_sag_reformats_610,,,,,,,,,x,
,,,left_sag_sub_mpr_102,,,,,,,,,x,
,,,left_sag_sub_mpr_10505,,,,,,,,,x,
,,,left_sag_sub_reformats_10604,,,,,,,,,x,
,,,left_sag_sub_reformats_10606,,,,,,,,,x,
,,,left_sag_sub_reformats_10610,,,,,,,,,x,
,,,left_sagittal_mip_1st_subtracted_dyMIP_Collection_104,,,,,,,,x,,
,,,left_sagittal_mip_1st_subtracted_dynamic_pass_10508,,,,,,,,x,,
,,,left_sagittal_mip_2nd_subtracted_dy_106,,,,,,,,x,,
,,,left_sagittal_mip_2nd_subtracted_dynamic_pass_10511,,,,,,,,x,,
,,,left_sagittal_mpr_1st_subtracted_dy_110,,,,,,,,,x,
,,,left_sagittal_mpr_1st_unsubtracted_108,,,,,,,,,x,
,,,left_sagittal_reformat_1st_nonsubtracted_dynamic_pass_507,,,,,,,,,x,
,,,left_sagittal_reformat_1st_subtracted_dynamic_pass_10513,,,,,,,,,x,
,,,left_side_1st_pass_13,,,,,,,,,x,
,,,left_side_1st_pass_14,,,,,,,,,x,
,,,left_side_1st_pass_15,,,,,,,,,x,
,,,left_side_1st_pass_17,,,,,,,,,x,
,,,left_side_1st_pass_mip_103,,,,,,,,x,,
,,,left_side_1st_passs_mip_108,,,,,,,,x,,
,,,left_side_1ts_pass_16,,,,,,,,,x,
,,,left_side_2nd_pass_16,,,,,,,,,x,
,,,left_side_2nd_pass_17,,,,,,,,,x,
,,,left_side_2nd_pass_19,,,,,,,,,x,
,,,left_side_2nd_pass_23,,,,,,,,,x,
,,,left_side_2nd_pass_mip_105,,,,,,,,x,,
,,,left_side_3rd_pass_18,,,,,,,,,x,
,,,left_side_3rd_pass_19,,,,,,,,,x,
,,,left_side_3rd_pass_21,,,,,,,,,x,
,,,left_side_3rd_pass_25,,,,,,,,,x,
,,,left_side_4th_pass_21,,,,,,,,,x,
,,,left_side_4th_pass_23,,,,,,,,,x,
,,,left_side_4th_pass_27,,,,,,,,,x,
,,,left_side_4th_pass_28,,,,,,,,,x,
,,,left_side_hi_res_26,,,,,,,,,x,
,,,left_side_hi_res_29,,,,,,,,,x,
,,,left_side_multi_sag_2nd_pass_105,,,,,,,,,x,
,,,left_side_multi_sag_2nd_pass_107,,,,,,,,,x,
,,,left_sub_reformat_10505,,,,,,,,,x,
,,,left_sub_reformat_10508,,,,,,,,,x,
,,,left_sub_reformat_106,,,,,,,,,x,
,,,left_sub_reformat_1st_pass_20,,,,,,,,,x,
,,,left_sub_reformat_2nd_pass_24,,,,,,,,,x,
,,,left_subbed_1st_pass_mpr_10504,,,,,,,,,x,
,,,left_subbed_mpr_102,,,,,,,,,x,
,,,left_unsubbed_1st_pass_mpr_502,,,,,,,,,x,
,,,left_unsubbed_mpr_100,,,,,,,,,x,
,,,leftt_3rd__pass_19,,,,,,,,,x,
,,,loc_1,,,,,,,,,x,
,,,lt_11,,,,,,,,,x,
,,,lt_12,,,,,,,,,x,
,,,lt_13,,,,,,,,,x,
,,,lt_14,,,,,,,,,x,
,,,lt_15,,,,,,,,,x,
,,,lt_16,,,,,,,,,x,
,,,lt_sag_dyn_pre_2,,,,,,,,,x,
,,,pass_1_sub_ax_MIPMIP_Collection_107,,,,,,,,x,,
,,,pass_1_sub_left_sag_MIPMIP_Collection_110,,,,,,,,x,,
,,,pass_1_sub_left_sag_MPR_105,,,,,,,,,x,
,,,pass_1_sub_right_sag_MIPMIP_Collection_111,,,,,,,,x,,
,,,pass_1_sub_right_sag_MPR_106,,,,,,,,,x,
,,,pass_1_unsub_left_sag_MPR_102,,,,,,,,,x,
,,,pass_1_unsub_right_sag_MPR_103,,,,,,,,,x,
,,,pass_2_sub_ax_MIPMIP_Collection_112,,,,,,,,x,,
,,,pass_2_sub_left_sag_MIPMIP_Collection_113,,,,,,,,x,,
,,,pass_2_sub_right_sag_MIPMIP_Collection_114,,,,,,,,x,,
,,,pass_3_sub_108,,,,,,,,,x,
,,,pass_4_sub_109,,,,,,,,,x,
,,,right_1st_pass_100,,,,,,,,,x,
,,,right_1st_pass_503,,,,,,,,,x,
,,,right_1st_pass_mip_102,,,,,,,,x,,
,,,right_1st_pass_mip_103,,,,,,,,x,,
,,,right_1st_pass_mip_10507,,,,,,,,x,,
,,,right_1st_pass_mpr_101,,,,,,,,,x,
,,,right_1st_pass_mpr_503,,,,,,,,,x,
,,,right_1st_pass_multi_slice_sag_100,,,,,,,,,x,
,,,right_1st_pass_reformats_503,,,,,,,,,x,
,,,right_1st_pass_sub_mip_105,,,,,,,,x,,
,,,right_1st_pass_sub_mip_10506,,,,,,,,x,,
,,,right_1st_pass_sub_mip_10507,,,,,,,,x,,
,,,right_1st_pass_sub_mpr_103,,,,,,,,,x,
,,,right_1st_pass_sub_mpr_10503,,,,,,,,,x,
,,,right_1st_pass_sub_reformats_10504,,,,,,,,,x,
,,,right_1st_past_multi_slice_sag_100,,,,,,,,,x,
,,,right_2nd_passMIP_Collection_24,,,,,,,,x,,
,,,right_2nd_pass_109,,,,,,,,,x,
,,,right_2nd_pass_16,,,,,,,,,x,
,,,right_2nd_pass_19,,,,,,,,,x,
,,,right_2nd_pass_603,,,,,,,,,x,
,,,right_2nd_pass_mip_106,,,,,,,,x,,
,,,right_2nd_pass_multi_slice_sag_104,,,,,,,,,x,
,,,right_2nd_pass_pass_mip_10510,,,,,,,,x,,
,,,right_2nd_pass_sub_21,,,,,,,,,x,
,,,right_2nd_pass_sub_mip_10509,,,,,,,,x,,
,,,right_2nd_pass_sub_mip_10510,,,,,,,,x,,
,,,right_2nd_pass_sub_mip_106,,,,,,,,x,,
,,,right_3rd_pass_703,,,,,,,,,x,
,,,right_4th_pass_20,,,,,,,,,x,
,,,right__1st_pass_14,,,,,,,,,x,
,,,right__2nd__pass_16,,,,,,,,,x,
,,,right__3rd__pass_18,,,,,,,,,x,
,,,right__3rd_pass_18,,,,,,,,,x,
,,,right__4th__pass_20,,,,,,,,,x,
,,,right___1st_pass_14,,,,,,,,,x,
,,,right_breast_16,,,,,,,,,x,
,,,right_breast_4th_pass_902,,,,,,,,,x,
,,,right_breast_mip_first_pass_subMIP_Collection_105,,,,,,,,x,,
,,,right_breast_mip_second_pass_subMIP_Collection_106,,,,,,,,x,,
,,,right_breast_mpr_first_pass_sub_103,,,,,,,,,x,
,,,right_breast_mpr_first_pass_unsub_101,,,,,,,,,x,
,,,right_hi_res_25,,,,,,,,,x,
,,,right_hi_res_sag_27,,,,,,,,,x,
,,,right_mip_1st_pass_100,,,,,,,,x,,
,,,right_mip_1st_pass_10504,,,,,,,,x,,
,,,right_mip_1st_pass_10507,,,,,,,,x,,
,,,right_mip_2nd_pass_10509,,,,,,,,x,,
,,,right_mip_2nd_pass_10512,,,,,,,,x,,
,,,right_multi_sag_1st_pass_102,,,,,,,,,x,
,,,right_nonsub_reformat_505,,,,,,,,,x,
,,,right_nonsub_reformat_506,,,,,,,,,x,
,,,right_reformat_105,,,,,,,,,x,
,,,right_reformat_1st_pass_19,,,,,,,,,x,
,,,right_sag_1st_passMIP_Collection_19,,,,,,,,x,,
,,,right_sag_1st_passMIP_Collection_27,,,,,,,,x,,
,,,right_sag_1st_pass_21,,,,,,,,,x,
,,,right_sag_2nd_passMIP_Collection_25,,,,,,,,x,,
,,,right_sag_2nd_passMIP_Collection_29,,,,,,,,x,,
,,,right_sag_mip_2nd_pass_23,,,,,,,,x,,
,,,right_sag_mpr_101,,,,,,,,,x,
,,,right_sag_mpr_16,,,,,,,,,x,
,,,right_sag_mpr_504,,,,,,,,,x,
,,,right_sag_mpr_subtract_18,,,,,,,,,x,
,,,right_sag_reformats_28,,,,,,,,,x,
,,,right_sag_reformats_604,,,,,,,,,x,
,,,right_sag_reformats_605,,,,,,,,,x,
,,,right_sag_reformats_611,,,,,,,,,x,
,,,right_sag_sub_mpr_103,,,,,,,,,x,
,,,right_sag_sub_mpr_10504,,,,,,,,,x,
,,,right_sag_sub_reformats_10605,,,,,,,,,x,
,,,right_sag_sub_reformats_10609,,,,,,,,,x,
,,,right_sagittal_mip_1st_subtracted_d_103,,,,,,,,x,,
,,,right_sagittal_mip_1st_subtracted_dynamic_pass_10509,,,,,,,,x,,
,,,right_sagittal_mip_2nd_subtracted_d_107,,,,,,,,x,,
,,,right_sagittal_mip_2nd_subtracted_dynamic_pass_10512,,,,,,,,x,,
,,,right_sagittal_mpr_1st_subtracted_d_111,,,,,,,,,x,
,,,right_sagittal_mpr_1st_unsubtracted_109,,,,,,,,,x,
,,,right_sagittal_reformat_1st_nonsubtracted_dynamic_pass_508,,,,,,,,,x,
,,,right_sagittal_reformat_1st_subtracted_dynamic_pass_10514,,,,,,,,,x,
,,,right_side_1st_pass_12,,,,,,,,,x,
,,,right_side_1st_pass_13,,,,,,,,,x,
,,,right_side_1st_pass_14,,,,,,,,,x,
,,,right_side_1st_pass_16,,,,,,,,,x,
,,,right_side_2nd_pass_15,,,,,,,,,x,
,,,right_side_2nd_pass_16,,,,,,,,,x,
,,,right_side_2nd_pass_18,,,,,,,,,x,
,,,right_side_2nd_pass_22,,,,,,,,,x,
,,,right_side_2nd_pass_mip_104,,,,,,,,x,,
,,,right_side_2nd_pass_multi_sag_104,,,,,,,,,x,
,,,right_side_3rd_pass_17,,,,,,,,,x,
,,,right_side_3rd_pass_18,,,,,,,,,x,
,,,right_side_3rd_pass_20,,,,,,,,,x,
,,,right_side_3rd_pass_24,,,,,,,,,x,
,,,right_side_4th_pass_20,,,,,,,,,x,
,,,right_side_4th_pass_22,,,,,,,,,x,
,,,right_side_4th_pass_26,,,,,,,,,x,
,,,right_side_4th_pass_27,,,,,,,,,x,
,,,right_side_4th_side_27,,,,,,,,,x,
,,,right_side_hi_res_28,,,,,,,,,x,
,,,right_side_multi_slice_sag_2nd_pass_106,,,,,,,,,x,
,,,right_sub_reformat_10506,,,,,,,,,x,
,,,right_sub_reformat_10509,,,,,,,,,x,
,,,right_sub_reformat_107,,,,,,,,,x,
,,,right_sub_reformat_1st_pass_21,,,,,,,,,x,
,,,right_sub_reformat_2nd_pass_25,,,,,,,,,x,
,,,right_subbed_1st_pass_mpr_10503,,,,,,,,,x,
,,,right_subbed_mpr_103,,,,,,,,,x,
,,,right_unsubbed_1st_pass_mpr_503,,,,,,,,,x,
,,,right_unsubbed_mpr_101,,,,,,,,,x,
,,,rt_11,,,,,,,,,x,
,,,rt_12,,,,,,,,,x,
,,,rt_13,,,,,,,,,x,
,,,rt_14,,,,,,,,,x,
,,,rt_15,,,,,,,,,x,
,,,rt_16,,,,,,,,,x,
,,,rt_17,,,,,,,,,x,
,,,rt_axdyn_1rst_pass_12,,,,,,,,,x,
,,,rt_axdyn_2nd__pass_14,,,,,,,,,x,
,,,rt_axdyn_3rd_pass_15,,,,,,,,,x,
,,,rt_pre_3,,,,,,,,,x,
,,,rt_sag_dyn_13,,,,,,,,,x,
,,,rt_sag_dyn_pre_11,,,,,,,,,x,
,,,sag_bilat_views_11,,,,,,,,,x,
,,,sag_bilat_views_15,,,,,,,,,x,
,,,sag_bilat_views_18,,,,,,,,,x,
,,,sag_dyn_7,,,,,,,,,x,
,,,sag_dyn_SUB_8,,,,,,,,,x,
,,,sag_dyn_SUB_MIP_TRA_9,,,,,,,,x,,
,,,sag_dyn_needle_loc_2ND_PA_4,,,,,,,,,x,
,,,sag_dyn_needle_loc_3,,,,,,,,,x,
,,,sag_dyn_post_10,,,,,,,,,x,
,,,sag_dyn_post_2_16,,,,,,,,,x,
,,,sag_dyn_post_2_SUB_17,,,,,,,,,x,
,,,sag_dyn_post_2_SUB_MIP_TRA_18,,,,,,,,x,,
,,,sag_dyn_post_3_22,,,,,,,,,x,
,,,sag_dyn_post_3_SUB_23,,,,,,,,,x,
,,,sag_dyn_post_3_SUB_MIP_TRA_24,,,,,,,,x,,
,,,sag_dyn_post_6,,,,,,,,,x,
,,,sag_dyn_post_SUB_11,,,,,,,,,x,
,,,sag_dyn_post_SUB_MIP_TRA_12,,,,,,,,x,,
,,,sag_dyn_pre_3,,,,,,,,,x,
,,,sag_fse_fat_sat_2,,,,,,,,,x,
,,,sag_fse_fat_sat_3,,,,,,,,,x,
,,,sag_left_1st_passMIP_Collection_11,,,,,,,,x,,
,,,sag_left_1st_passMIP_Collection_13,,,,,,,,x,,
,,,sag_left_1st_pass_100,,,,,,,,,x,
,,,sag_left_1st_pass_13,,,,,,,,,x,
,,,sag_left_1st_pass_sub_102,,,,,,,,,x,
,,,sag_left_1st_pass_sub_mipMIP_Collection_104,,,,,,,,x,,
,,,sag_left_1st_subMIP_Collection_104,,,,,,,,x,,
,,,sag_left_1st_sub_mipMIP_Collection_104,,,,,,,,x,,
,,,sag_left_2nd_passMIP_Collection_16,,,,,,,,x,,
,,,sag_left_2nd_passMIP_Collection_17,,,,,,,,x,,
,,,sag_left_2nd_pass_16,,,,,,,,,x,
,,,sag_left_2nd_pass_sub_mipMIP_Collection_106,,,,,,,,x,,
,,,sag_left_2nd_subMIP_Collection_106,,,,,,,,x,,
,,,sag_left_2nd_sub_mipMIP_Collection_106,,,,,,,,x,,
,,,sag_left_3rd_passMIP_Collection_18,,,,,,,,x,,
,,,sag_left_4th_passMIP_Collection_22,,,,,,,,x,,
,,,sag_left_hires_23,,,,,,,,,x,
,,,sag_left_reformat_2nd_pass_22,,,,,,,,,x,
,,,sag_mpr_1st_pass_504,,,,,,,,,x,
,,,sag_right1st_pass_14,,,,,,,,,x,
,,,sag_right_1st_passMIP_Collection_14,,,,,,,,x,,
,,,sag_right_1st_passMIP_Collection_15,,,,,,,,x,,
,,,sag_right_1st_pass_101,,,,,,,,,x,
,,,sag_right_1st_pass_subMIP_Collection_103,,,,,,,,x,,
,,,sag_right_1st_pass_sub_103,,,,,,,,,x,
,,,sag_right_1st_pass_sub_mipMIP_Collection_105,,,,,,,,x,,
,,,sag_right_1st_subMIP_Collection_105,,,,,,,,x,,
,,,sag_right_1st_sub_mipMIP_Collection_105,,,,,,,,x,,
,,,sag_right_2nd_passMIP_Collection_17,,,,,,,,x,,
,,,sag_right_2nd_passMIP_Collection_18,,,,,,,,x,,
,,,sag_right_2nd_pass_17,,,,,,,,,x,
,,,sag_right_2nd_pass_sub_mipMIP_Collection_107,,,,,,,,x,,
,,,sag_right_2nd_subMIP_Collection_107,,,,,,,,x,,
,,,sag_right_2nd_sub_mipMIP_Collection_107,,,,,,,,x,,
,,,sag_right_3rd_passMIP_Collection_19,,,,,,,,x,,
,,,sag_right_4th_passMIP_Collection_23,,,,,,,,x,,
,,,sag_right_hires_21,,,,,,,,,x,
,,,sag_right_hires_24,,,,,,,,,x,
,,,sag_right_reformat_2nd_pass_23,,,,,,,,,x,
,,,sag_vibrant_post_11,,,,,,,,,x,
,,,sag_vibrant_post_8,,,,,,,,,x,
,,,sag_vibrant_post_9,,,,,,,,,x,
,,,second_pass_sub_ax_mipMIP_Collection_107,,,,,,,,x,,
,,,second_pass_sub_left_mipMIP_Collection_109,,,,,,,,x,,
,,,second_pass_sub_right_mipMIP_Collection_108,,,,,,,,x,,
,,,sg_right_1st_pass_sub_103,,,,,,,,,x,
,,,sga_left_hires_20,,,,,,,,,x,
,,,sub_1st_pass_5,,,,,,,,,x,
,,,sub_1st_pass_left_breast_sag_mpr_10805,,,,,,,,,x,
,,,sub_1st_pass_left_breast_sagittal_mpr_10605,,,,,,,,,x,
,,,sub_1st_pass_left_sag_mpr_10705,,,,,,,,,x,
,,,sub_1st_pass_left_sagittal_mpr_103,,,,,,,,,x,
,,,sub_1st_pass_right_breast_sag_mpr_10804,,,,,,,,,x,
,,,sub_1st_pass_right_breast_sagittal_mpr_10604,,,,,,,,,x,
,,,sub_1st_pass_right_sag_mpr_10704,,,,,,,,,x,
,,,sub_1st_pass_right_sagittal_mpr_102,,,,,,,,,x,
,,,tirm_tra_3,x,,,,,,,,,
,,,tirm_tra_4,x,,,,,,,,,
,,,tirm_tra_high_res_2,x,,,,,,,,,
,,,tirm_tra_high_res_3,x,,,,,,,,,
,,,tse_T2_tra_2,x,,,,,,,,,
,,,tse_T2_tra_3,x,,,,,,,,,
,,,tse_T2_tra_fs_2,x,,,,,,,,,
,,,tse_T2_tra_fs_4,x,,,,,,,,,
,,,unsub_1st_pass_left_breast_sag_mpr_808,,,,,,,,,x,
,,,unsub_1st_pass_left_breast_sagittal_mpr_605,,,,,,,,,x,
,,,unsub_1st_pass_left_sag_mpr_706,,,,,,,,,x,
,,,unsub_1st_pass_left_sagittal_mpr_101,,,,,,,,,x,
,,,unsub_1st_pass_right_breast_sag_mpr_807,,,,,,,,,x,
,,,unsub_1st_pass_right_breast_sagittal_mpr_604,,,,,,,,,x,
,,,unsub_1st_pass_right_sag_mpr_704,,,,,,,,,x,
,,,unsub_1st_pass_right_sagittal_mpr_100,,,,,,,,,x,